0600 - Universidade de Évora,0600 - Universidade de Évora,D - Doutoramento,5415 - Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,2,5,3,3,6,4,3,7,4,3,7,3,2,5,4,3,7,4,3,7,1,0,1,0,0,0
0600 - Universidade de Évora,0600 - Universidade de Évora,D3 - Doutoramento - 3º ciclo,5176 - Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,21,0,0,0
0600 - Universidade de Évora,0601 - Instituto de Investigação e Formação Avançada,D3 - Doutoramento - 3º ciclo,5176 - Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,30
0600 - Universidade de Évora,0602 - Escola de Ciências e Tecnologia,L1 - Licenciatura - 1º ciclo,9119 - Engenharia Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,16,199
0600 - Universidade de Évora,0602 - Escola de Ciências e Tecnologia,M2 - Mestrado - 2º ciclo,9286 - Engenharia Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,46
0700 - Universidade de Lisboa,0700 - Universidade de Lisboa,E - Especialização pós-licenciatura,3519 - Ensino da Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,1,1
0700 - Universidade de Lisboa,0700 - Universidade de Lisboa,M2 - Mestrado - 2º ciclo,M112 - Ensino de Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,L - Licenciatura,0292 - Engenharia Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,105,836,223,28,251,0,0,0,0,0,0,0,0,0,0,0,0
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,L - Licenciatura,0479 - Informática,458,145,603,489,120,609,540,130,670,564,119,683,602,114,716,641,127,768,745,143,888,813,132,945,753,126,879,734,111,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,L1 - Licenciatura - 1º ciclo,9119 - Engenharia Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,66,530,545,67,612,553,60,613,545,57,602,449,54,503
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,L1 - Licenciatura - 1º ciclo,9885 - Engenharia Informática (regime pós-laboral),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,38,81,6,87
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,E - Especialização pós-licenciatura,3064 - Bioinformática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,4,4,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,E - Especialização pós-licenciatura,3195 - Engenharia Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,50,34,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,E - Especialização pós-licenciatura,3255 - Engenharia Geográfica e Geoinformática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,E - Especialização pós-licenciatura,3550 - Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,20,6,26,10,3,13,13,4,17,8,3,11,6,2,8,8,0,8,12,2,14,3,0,3,6,2,8,3,2,5
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,M - Mestrado,4308 - Bioinformática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,M - Mestrado,4407 - Engenharia Geográfica e Geoinformática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,12,10,22,4,4,8,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,M - Mestrado,4564 - Informática,21,7,28,18,3,21,31,9,40,27,3,30,32,6,38,18,2,20,15,4,19,21,8,29,20,3,23,23,4,27,25,2,27,8,2,10,2,0,2,0,0,0,0,0,0,0,0,0
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,M2 - Mestrado - 2º ciclo,6888 - Bioinformática e Biologia Computacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,5,10,7,5,12
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,M2 - Mestrado - 2º ciclo,6955 - Segurança Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,21,0,21,18,2,20
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,M2 - Mestrado - 2º ciclo,9286 - Engenharia Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,17,81,105,18,123,50,7,57,65,5,70,70,6,76
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,M2 - Mestrado - 2º ciclo,9311 - Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,6,1,7,12,6,18,18,5,23
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,D - Doutoramento,5294 - Engenharia Geográfica e Geoinformática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,4,2,1,3,1,1,2,1,0,1,1,0,1
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,D - Doutoramento,5415 - Informática,0,0,0,0,0,0,11,3,14,11,6,17,14,6,20,16,7,23,22,7,29,6,1,7,26,5,31,24,3,27,24,5,29,24,6,30,16,4,20,23,5,28,16,6,22,14,5,19
0700 - Universidade de Lisboa,0701 - Faculdade de Ciências,D3 - Doutoramento - 3º ciclo,5176 - Informática,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14,9,1,10,19,2,21,21,5,26
0800 - Universidade Técnica de Lisboa,0807 - Instituto Superior Técnico,L - Licenciatura,0255 - Engenharia Electrotécnica e de Computadores,1488,159,1647,1568,170,1738,1587,175,1762,1580,167,1747,1549,155,1704,1530,148,1678,1568,161,1729,1533,147,1680,1446,143,1589,1416,128,1544,1374,129,1503,1131,105,1236,0,0,0,0,0,0,0,0,0,0,0,0
0800 - Universidade Técnica de Lisboa,0807 - Instituto Superior Técnico,L - Licenciatura,0294 - Engenharia Informática e de Computadores,1031,141,1172,1050,132,1182,1099,128,1227,1092,120,1212,1122,122,1244,1149,115,1264,1198,124,1322,1219,118,1337,1146,107,1253,1090,85,1175,1005,88,1093,869,77,946,0,0,0,0,0,0,0,0,0,0,0,0
0800 - Universidade Técnica de Lisboa,0807 - Instituto Superior Técnico,L - Licenciatura,1060 - Ciências Informáticas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,26,32,8,40,24,2,26,19,2,21,13,2,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0800 - Universidade Técnica de Lisboa,0807 - Instituto Superior Técnico,L1 - Licenciatura - 1º ciclo,9037 - Ciências de Engenharia - Engenharia Informática e de Computadores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,13,193,892,77,969,0,0,0,0,0,0,0,0,0
0800 - Universidade Técnica de Lisboa,0807 - Instituto Superior Técnico,L1 - Licenciatura - 1º ciclo,9121 - Engenharia Informática e de Computadores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,74,857,728,74,802,736,70,806
